type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-01-20 13:07:47,60.47276375,22.23433361,10,26.585,,6.740,174,26,44,,
T,2022-01-20 13:07:48,60.47270379,22.23434926,10,26.546,,6.760,174,25,45,,
T,2022-01-20 13:07:49,60.47264844,22.23436192,10,26.719,,6.700,174,25,45,,
T,2022-01-20 13:07:50,60.47259192,22.23437997,10,26.601,,6.360,174,24,45,,
T,2022-01-20 13:07:51,60.47254332,22.23439996,10,26.488,,6.000,174,24,45,,
T,2022-01-20 13:07:52,60.47250034,22.23440937,10,27.045,,4.870,173,24,45,,
T,2022-01-20 13:07:53,60.47246990,22.23442041,10,27.320,,3.460,174,25,45,,
T,2022-01-20 13:07:54,60.47244295,22.23441819,10,27.439,,2.970,173,25,45,,
T,2022-01-20 13:07:55,60.47241704,22.23441220,10,27.616,,2.890,173,25,45,,
T,2022-01-20 13:07:56,60.47238535,22.23441865,10,27.018,,2.980,173,25,45,,
T,2022-01-20 13:07:57,60.47235061,22.23442787,10,27.295,,3.770,173,25,45,,
T,2022-01-20 13:07:58,60.47230893,22.23443573,10,27.662,,4.720,173,25,45,,
T,2022-01-20 13:07:59,60.47225503,22.23444490,10,28.061,,5.650,172,24,45,,
T,2022-01-20 13:08:00,60.47220025,22.23445947,10,28.313,,6.200,171,23,45,,
T,2022-01-20 13:08:01,60.47214189,22.23448118,10,28.215,,6.740,171,23,45,,
T,2022-01-20 13:08:02,60.47208372,22.23449960,10,28.676,,6.530,171,22,45,,
T,2022-01-20 13:08:03,60.47203116,22.23451700,10,29.122,,6.310,172,21,45,,
T,2022-01-20 13:08:04,60.47197018,22.23453169,10,32.042,,6.170,172,19,45,,
T,2022-01-20 13:08:05,60.47191481,22.23455141,10,31.156,,6.120,172,21,45,,
T,2022-01-20 13:08:06,60.47184791,22.23457122,10,30.810,,6.750,172,20,45,,
T,2022-01-20 13:08:07,60.47178701,22.23457875,10,30.867,,6.660,172,20,45,,
T,2022-01-20 13:08:08,60.47172108,22.23458957,10,31.265,,6.860,172,21,45,,
T,2022-01-20 13:08:09,60.47165963,22.23460591,10,31.313,,7.080,172,22,45,,
T,2022-01-20 13:08:10,60.47159751,22.23462424,10,31.482,,7.040,172,22,45,,
T,2022-01-20 13:08:11,60.47152636,22.23464221,10,31.626,,7.390,170,22,45,,
T,2022-01-20 13:08:12,60.47146600,22.23468462,10,31.596,,7.540,167,21,45,,
T,2022-01-20 13:08:13,60.47140303,22.23472365,10,31.709,,7.730,162,21,45,,
T,2022-01-20 13:08:14,60.47133503,22.23477963,10,32.039,,7.460,159,21,45,,
T,2022-01-20 13:08:15,60.47126895,22.23483170,10,32.280,,7.550,157,22,45,,
T,2022-01-20 13:08:16,60.47121684,22.23488024,10,32.575,,6.620,154,23,45,,
T,2022-01-20 13:08:17,60.47116290,22.23493146,10,33.128,,6.210,152,23,45,,
T,2022-01-20 13:08:18,60.47112648,22.23497242,10,33.104,,5.040,149,25,45,,
T,2022-01-20 13:08:19,60.47109479,22.23502695,10,33.099,,4.790,147,26,45,,
T,2022-01-20 13:08:20,60.47105255,22.23508401,10,33.138,,4.860,145,25,45,,
T,2022-01-20 13:08:21,60.47100459,22.23514517,10,32.595,,5.560,144,25,45,,
T,2022-01-20 13:08:22,60.47095304,22.23521437,10,32.726,,6.590,143,24,45,,
T,2022-01-20 13:08:23,60.47088633,22.23529989,10,32.605,,7.830,143,25,45,,
T,2022-01-20 13:08:24,60.47081818,22.23539942,10,34.269,,8.810,144,24,45,,
T,2022-01-20 13:08:25,60.47075375,22.23549178,10,33.547,,8.890,144,23,44,,
T,2022-01-20 13:08:26,60.47068859,22.23559554,10,33.175,,8.710,147,21,45,,
T,2022-01-20 13:08:27,60.47060093,22.23567678,10,31.830,,8.690,154,20,45,,
T,2022-01-20 13:08:28,60.47052776,22.23572990,10,31.248,,8.460,160,22,45,,
T,2022-01-20 13:08:29,60.47047571,22.23576621,10,31.111,,7.460,167,23,45,,
T,2022-01-20 13:08:30,60.47041249,22.23577858,10,31.093,,7.310,173,23,45,,
T,2022-01-20 13:08:31,60.47036496,22.23577299,10,31.108,,6.850,179,24,45,,
T,2022-01-20 13:08:32,60.47030325,22.23577938,10,30.568,,6.830,178,25,45,,
T,2022-01-20 13:08:33,60.47023329,22.23578192,10,31.028,,7.170,186,25,45,,
T,2022-01-20 13:08:34,60.47017575,22.23573812,10,31.018,,7.300,207,24,45,,
T,2022-01-20 13:08:35,60.47011006,22.23568182,10,31.380,,7.550,207,25,45,,
T,2022-01-20 13:08:36,60.47003098,22.23562103,10,31.282,,7.970,201,25,45,,
T,2022-01-20 13:08:37,60.46996858,22.23560309,10,31.027,,7.990,191,26,45,,
T,2022-01-20 13:08:38,60.46990120,22.23560689,10,31.410,,7.840,178,26,45,,
T,2022-01-20 13:08:39,60.46985315,22.23564111,10,31.550,,7.340,164,27,45,,
T,2022-01-20 13:08:40,60.46980040,22.23571867,10,31.221,,7.630,142,26,45,,
T,2022-01-20 13:08:41,60.46975030,22.23582338,10,30.984,,7.530,127,28,45,,
T,2022-01-20 13:08:42,60.46970480,22.23593583,10,30.986,,7.960,123,28,45,,
T,2022-01-20 13:08:43,60.46965831,22.23608019,10,30.685,,8.830,121,27,45,,
T,2022-01-20 13:08:44,60.46961331,22.23623834,10,30.479,,9.760,122,26,45,,
T,2022-01-20 13:08:45,60.46955611,22.23641421,10,30.683,,10.920,121,25,45,,
T,2022-01-20 13:08:46,60.46950826,22.23660440,10,31.232,,12.000,120,25,45,,
T,2022-01-20 13:08:47,60.46944395,22.23681370,10,30.994,,12.940,121,26,45,,
T,2022-01-20 13:08:48,60.46937934,22.23703391,10,30.745,,14.020,121,25,45,,
T,2022-01-20 13:08:49,60.46931562,22.23725443,10,31.318,,15.090,121,23,45,,
T,2022-01-20 13:08:50,60.46924053,22.23751148,10,31.627,,16.210,121,24,45,,
T,2022-01-20 13:08:51,60.46916789,22.23777007,10,32.135,,16.670,121,24,45,,
T,2022-01-20 13:08:52,60.46908798,22.23804412,10,32.035,,16.910,120,24,45,,
T,2022-01-20 13:08:53,60.46901168,22.23831184,10,31.414,,16.850,120,24,45,,
T,2022-01-20 13:08:54,60.46894455,22.23857481,10,32.188,,16.720,119,26,45,,
T,2022-01-20 13:08:55,60.46888402,22.23882700,10,32.419,,16.360,118,27,45,,
T,2022-01-20 13:08:56,60.46880832,22.23910027,10,30.985,,16.100,116,27,45,,
T,2022-01-20 13:08:57,60.46874250,22.23936842,10,30.700,,15.730,115,27,45,,
T,2022-01-20 13:08:58,60.46867736,22.23963993,10,29.572,,15.340,114,26,45,,
T,2022-01-20 13:08:59,60.46862875,22.23988808,10,30.078,,15.120,113,27,45,,
T,2022-01-20 13:09:00,60.46857759,22.24013530,10,30.185,,14.790,112,23,45,,
T,2022-01-20 13:09:01,60.46853375,22.24038474,10,30.122,,14.870,111,26,45,,
T,2022-01-20 13:09:02,60.46849009,22.24063240,10,30.023,,14.840,110,25,45,,
T,2022-01-20 13:09:03,60.46843965,22.24088144,10,29.924,,14.830,110,24,45,,
T,2022-01-20 13:09:04,60.46838796,22.24112733,10,29.570,,14.920,110,25,45,,
T,2022-01-20 13:09:05,60.46833869,22.24137863,10,29.184,,14.830,110,26,45,,
T,2022-01-20 13:09:06,60.46829292,22.24162901,10,28.753,,15.100,110,26,45,,
T,2022-01-20 13:09:07,60.46824071,22.24189544,10,29.422,,15.270,110,27,45,,
T,2022-01-20 13:09:08,60.46819639,22.24215343,10,29.183,,15.160,111,27,45,,
T,2022-01-20 13:09:09,60.46814235,22.24241705,10,29.784,,15.090,112,27,45,,
T,2022-01-20 13:09:10,60.46809837,22.24265582,10,30.899,,14.830,112,26,45,,
T,2022-01-20 13:09:11,60.46804648,22.24289555,10,31.497,,14.680,114,25,45,,
T,2022-01-20 13:09:12,60.46799751,22.24313896,10,31.622,,14.230,114,25,45,,
T,2022-01-20 13:09:13,60.46795441,22.24336425,10,32.452,,13.870,114,25,45,,
T,2022-01-20 13:09:14,60.46791043,22.24359613,10,33.228,,13.550,113,26,45,,
T,2022-01-20 13:09:15,60.46786157,22.24381917,10,34.058,,13.310,112,27,44,,
T,2022-01-20 13:09:16,60.46781525,22.24403800,10,33.832,,13.140,112,29,45,,
T,2022-01-20 13:09:17,60.46777100,22.24425651,10,33.873,,13.010,112,28,45,,
T,2022-01-20 13:09:18,60.46772917,22.24447254,10,34.447,,12.840,112,28,45,,
T,2022-01-20 13:09:19,60.46769281,22.24468039,10,33.982,,12.700,113,28,45,,
T,2022-01-20 13:09:20,60.46764789,22.24488830,10,34.391,,12.570,115,29,45,,
T,2022-01-20 13:09:21,60.46759192,22.24509334,10,34.604,,12.540,117,28,45,,
T,2022-01-20 13:09:22,60.46753695,22.24529746,10,34.094,,12.230,119,28,45,,
T,2022-01-20 13:09:23,60.46749321,22.24549124,10,34.475,,11.880,120,29,45,,
T,2022-01-20 13:09:24,60.46743628,22.24566903,10,34.481,,11.530,122,29,45,,
T,2022-01-20 13:09:25,60.46739025,22.24584679,10,35.137,,11.120,124,29,45,,
T,2022-01-20 13:09:26,60.46732708,22.24601757,10,34.518,,11.100,126,29,45,,
T,2022-01-20 13:09:27,60.46726164,22.24617520,10,34.176,,11.110,127,29,45,,
T,2022-01-20 13:09:28,60.46719806,22.24633435,10,34.053,,11.110,128,29,45,,
T,2022-01-20 13:09:29,60.46714503,22.24647516,10,33.928,,10.480,129,28,45,,
T,2022-01-20 13:09:30,60.46708532,22.24661698,10,33.251,,9.840,129,27,45,,
T,2022-01-20 13:09:31,60.46702167,22.24674257,10,31.762,,9.170,130,27,45,,
T,2022-01-20 13:09:32,60.46696726,22.24686347,10,30.025,,8.280,131,26,45,,
T,2022-01-20 13:09:33,60.46692451,22.24696773,10,29.671,,7.500,132,26,45,,
T,2022-01-20 13:09:34,60.46688328,22.24706393,10,28.984,,7.280,133,26,45,,
T,2022-01-20 13:09:35,60.46685030,22.24714587,10,29.812,,7.080,133,26,45,,
T,2022-01-20 13:09:36,60.46681293,22.24723137,10,29.971,,6.270,133,27,45,,
T,2022-01-20 13:09:37,60.46679009,22.24730767,10,31.050,,5.250,132,27,45,,
T,2022-01-20 13:09:38,60.46676125,22.24736879,10,31.525,,4.360,132,25,45,,
T,2022-01-20 13:09:39,60.46674491,22.24739917,10,31.056,,3.370,132,25,45,,
T,2022-01-20 13:09:40,60.46672738,22.24743561,10,31.433,,2.980,132,25,45,,
T,2022-01-20 13:09:41,60.46671291,22.24746744,10,32.022,,2.750,131,24,45,,
T,2022-01-20 13:09:42,60.46670020,22.24749498,10,32.147,,1.880,131,26,45,,
T,2022-01-20 13:09:43,60.46668867,22.24751768,10,32.444,,1.600,131,27,45,,
T,2022-01-20 13:09:44,60.46667898,22.24754160,10,32.745,,1.760,131,26,45,,
T,2022-01-20 13:09:45,60.46666532,22.24757552,10,32.977,,2.530,131,26,45,,
T,2022-01-20 13:09:46,60.46664558,22.24762783,10,33.000,,3.640,131,27,45,,
T,2022-01-20 13:09:47,60.46661973,22.24768813,10,32.876,,4.230,131,26,45,,
T,2022-01-20 13:09:48,60.46659101,22.24775589,10,33.447,,4.960,132,24,43,,
T,2022-01-20 13:09:49,60.46655885,22.24781335,10,32.645,,5.530,132,25,45,,
T,2022-01-20 13:09:50,60.46651787,22.24789056,10,32.261,,6.370,134,24,45,,
T,2022-01-20 13:09:51,60.46647330,22.24798198,10,31.569,,7.180,135,24,45,,
T,2022-01-20 13:09:52,60.46642086,22.24808378,10,30.790,,7.890,134,25,45,,
T,2022-01-20 13:09:53,60.46637349,22.24820570,10,31.566,,8.740,133,25,45,,
T,2022-01-20 13:09:54,60.46631980,22.24833885,10,31.552,,9.440,131,24,45,,
T,2022-01-20 13:09:55,60.46624193,22.24848147,10,30.258,,10.150,131,25,45,,
T,2022-01-20 13:09:56,60.46617489,22.24863377,10,29.963,,10.900,131,25,45,,
T,2022-01-20 13:09:57,60.46610820,22.24879422,10,29.435,,11.290,130,25,45,,
T,2022-01-20 13:09:58,60.46604752,22.24895589,11,29.869,,11.630,129,25,45,,
T,2022-01-20 13:09:59,60.46596666,22.24914321,11,30.249,,12.340,129,27,45,,
T,2022-01-20 13:10:00,60.46589931,22.24932745,10,30.545,,12.670,128,24,45,,
T,2022-01-20 13:10:01,60.46583262,22.24950595,10,30.436,,12.830,128,24,45,,
T,2022-01-20 13:10:02,60.46575673,22.24970793,10,30.774,,13.160,127,24,45,,
T,2022-01-20 13:10:03,60.46568618,22.24991506,10,31.040,,13.360,125,24,45,,
T,2022-01-20 13:10:04,60.46561981,22.25011988,10,31.374,,13.500,124,24,45,,
T,2022-01-20 13:10:05,60.46554776,22.25033588,10,31.826,,13.600,123,25,45,,
T,2022-01-20 13:10:06,60.46547745,22.25055335,10,32.000,,13.830,121,24,45,,
T,2022-01-20 13:10:07,60.46541301,22.25077690,10,32.526,,14.100,120,23,45,,
T,2022-01-20 13:10:08,60.46534814,22.25101452,10,31.985,,14.490,118,22,45,,
T,2022-01-20 13:10:09,60.46527738,22.25125510,10,31.110,,14.570,117,23,45,,
T,2022-01-20 13:10:10,60.46521895,22.25148922,10,30.950,,14.550,115,23,45,,
T,2022-01-20 13:10:11,60.46516508,22.25173356,10,30.385,,14.330,114,22,45,,
T,2022-01-20 13:10:12,60.46510409,22.25197229,10,29.457,,14.270,113,22,45,,
T,2022-01-20 13:10:13,60.46505193,22.25220809,10,29.368,,14.420,113,22,45,,
T,2022-01-20 13:10:14,60.46500506,22.25244902,10,29.787,,14.480,112,23,45,,
T,2022-01-20 13:10:15,60.46495980,22.25268997,10,30.024,,14.510,112,23,45,,
T,2022-01-20 13:10:16,60.46491987,22.25293864,11,29.906,,14.510,112,22,45,,
T,2022-01-20 13:10:17,60.46486543,22.25318477,11,29.611,,14.360,113,22,45,,
T,2022-01-20 13:10:18,60.46480029,22.25343542,10,27.551,,14.060,114,22,45,,
T,2022-01-20 13:10:19,60.46475233,22.25365265,10,28.444,,13.680,114,22,45,,
T,2022-01-20 13:10:20,60.46470784,22.25388748,10,28.418,,13.550,114,23,45,,
T,2022-01-20 13:10:21,60.46465957,22.25410118,10,29.103,,13.240,113,26,45,,
T,2022-01-20 13:10:22,60.46461734,22.25431646,10,28.723,,12.990,113,27,45,,
T,2022-01-20 13:10:23,60.46458109,22.25452758,10,29.359,,12.910,113,27,45,,
T,2022-01-20 13:10:24,60.46453343,22.25473368,10,28.823,,12.770,113,27,44,,
T,2022-01-20 13:10:25,60.46449450,22.25494308,10,28.749,,12.640,113,27,45,,
T,2022-01-20 13:10:26,60.46444776,22.25515886,10,28.438,,12.610,115,25,45,,
T,2022-01-20 13:10:27,60.46440288,22.25536579,10,28.661,,12.750,115,25,45,,
T,2022-01-20 13:10:28,60.46435520,22.25558318,10,28.481,,12.870,114,26,45,,
T,2022-01-20 13:10:29,60.46431121,22.25579622,10,28.851,,12.930,114,24,45,,
T,2022-01-20 13:10:30,60.46426130,22.25601286,10,28.427,,12.960,114,27,45,,
T,2022-01-20 13:10:31,60.46421644,22.25622875,10,28.085,,13.200,113,26,45,,
T,2022-01-20 13:10:32,60.46417807,22.25645403,10,28.474,,13.340,113,26,45,,
T,2022-01-20 13:10:33,60.46413158,22.25667612,10,28.388,,13.120,113,26,45,,
T,2022-01-20 13:10:34,60.46407317,22.25689752,10,27.517,,13.170,113,25,45,,
T,2022-01-20 13:10:35,60.46402235,22.25711766,10,27.871,,13.250,113,25,45,,
T,2022-01-20 13:10:36,60.46397769,22.25733762,10,27.968,,13.290,113,24,45,,
T,2022-01-20 13:10:37,60.46393157,22.25755072,10,27.385,,13.370,113,24,45,,
T,2022-01-20 13:10:38,60.46388363,22.25778667,10,27.202,,13.690,114,25,45,,
T,2022-01-20 13:10:39,60.46383031,22.25802170,10,26.918,,13.940,114,26,45,,
T,2022-01-20 13:10:40,60.46376625,22.25827673,10,25.241,,14.410,114,26,45,,
T,2022-01-20 13:10:41,60.46371191,22.25852049,10,26.338,,14.890,114,27,45,,
T,2022-01-20 13:10:42,60.46366297,22.25878502,10,27.303,,15.380,115,26,45,,
T,2022-01-20 13:10:43,60.46361149,22.25902280,10,27.668,,14.830,115,24,45,,
T,2022-01-20 13:10:44,60.46356470,22.25925578,10,28.973,,14.300,115,24,45,,
T,2022-01-20 13:10:45,60.46351169,22.25948331,10,29.148,,13.950,115,23,45,,
T,2022-01-20 13:10:46,60.46345831,22.25970538,10,29.772,,13.850,116,23,45,,
T,2022-01-20 13:10:47,60.46340000,22.25993737,10,30.020,,14.100,117,24,45,,
T,2022-01-20 13:10:48,60.46334095,22.26016774,10,30.456,,14.500,116,22,45,,
T,2022-01-20 13:10:49,60.46328648,22.26039929,10,30.764,,14.320,115,22,45,,
T,2022-01-20 13:10:50,60.46324133,22.26064081,10,30.216,,13.830,114,25,45,,
T,2022-01-20 13:10:51,60.46318929,22.26087699,10,29.686,,13.410,115,26,45,,
T,2022-01-20 13:10:52,60.46313722,22.26109363,10,28.994,,13.320,116,27,45,,
T,2022-01-20 13:10:53,60.46307800,22.26132434,10,29.263,,13.830,118,27,45,,
T,2022-01-20 13:10:54,60.46302228,22.26155422,10,29.663,,14.200,118,27,45,,
T,2022-01-20 13:10:55,60.46296265,22.26178568,10,29.749,,14.310,117,27,45,,
T,2022-01-20 13:10:56,60.46290594,22.26202178,10,29.986,,14.290,116,28,45,,
T,2022-01-20 13:10:57,60.46285875,22.26224278,10,30.278,,13.710,116,27,45,,
T,2022-01-20 13:10:58,60.46281644,22.26245110,10,30.307,,13.120,117,26,45,,
T,2022-01-20 13:10:59,60.46275880,22.26265593,10,30.946,,12.620,119,26,44,,
T,2022-01-20 13:11:00,60.46269665,22.26284417,10,31.839,,12.320,123,23,45,,
T,2022-01-20 13:11:01,60.46263269,22.26302393,10,32.322,,11.990,128,24,45,,
T,2022-01-20 13:11:02,60.46256255,22.26319301,10,32.504,,11.940,131,25,45,,
T,2022-01-20 13:11:03,60.46248189,22.26335618,10,32.289,,12.500,136,26,45,,
T,2022-01-20 13:11:04,60.46239760,22.26351659,10,31.942,,12.730,140,26,45,,
T,2022-01-20 13:11:05,60.46230617,22.26366480,10,32.289,,12.900,144,26,45,,
T,2022-01-20 13:11:06,60.46218731,22.26381150,10,30.060,,14.180,149,26,45,,
T,2022-01-20 13:11:07,60.46206776,22.26394789,10,31.016,,15.120,154,23,45,,
T,2022-01-20 13:11:08,60.46194067,22.26406548,10,31.406,,15.830,157,23,45,,
T,2022-01-20 13:11:09,60.46181143,22.26418193,10,31.348,,15.890,158,21,45,,
T,2022-01-20 13:11:10,60.46168699,22.26430242,10,31.294,,15.710,158,18,45,,
T,2022-01-20 13:11:11,60.46156995,22.26440603,10,32.179,,15.270,157,21,45,,
T,2022-01-20 13:11:12,60.46144277,22.26451403,10,32.641,,15.130,157,24,45,,
T,2022-01-20 13:11:13,60.46133331,22.26461869,10,32.797,,14.330,157,25,45,,
T,2022-01-20 13:11:14,60.46122749,22.26470879,10,33.384,,13.750,157,24,45,,
T,2022-01-20 13:11:15,60.46112139,22.26481729,10,33.206,,13.110,156,25,45,,
T,2022-01-20 13:11:16,60.46103372,22.26489186,10,33.425,,11.220,156,25,45,,
T,2022-01-20 13:11:17,60.46096475,22.26495976,10,33.109,,9.780,155,23,45,,
T,2022-01-20 13:11:18,60.46090620,22.26502188,10,32.900,,8.690,154,22,45,,
T,2022-01-20 13:11:19,60.46083249,22.26508739,10,33.668,,8.390,154,24,45,,
T,2022-01-20 13:11:20,60.46077796,22.26513131,10,34.388,,7.310,154,23,45,,
T,2022-01-20 13:11:21,60.46071864,22.26518570,10,34.460,,7.310,151,21,45,,
T,2022-01-20 13:11:22,60.46063874,22.26527266,10,31.678,,7.900,145,23,45,,
T,2022-01-20 13:11:23,60.46058271,22.26535877,10,31.936,,7.800,144,26,45,,
T,2022-01-20 13:11:24,60.46053762,22.26541543,10,32.384,,6.520,148,28,45,,
T,2022-01-20 13:11:25,60.46049465,22.26546756,10,33.334,,5.480,150,27,45,,
T,2022-01-20 13:11:26,60.46045442,22.26550078,10,33.374,,4.660,151,27,45,,
T,2022-01-20 13:11:27,60.46042119,22.26552495,10,33.005,,3.820,151,27,45,,
T,2022-01-20 13:11:28,60.46038446,22.26554231,10,31.251,,3.060,150,28,45,,
T,2022-01-20 13:11:29,60.46034783,22.26558400,10,29.551,,2.960,150,26,45,,
T,2022-01-20 13:11:30,60.46030926,22.26560429,10,29.308,,3.870,149,25,45,,
T,2022-01-20 13:11:31,60.46025875,22.26564153,10,28.616,,5.090,149,25,45,,
T,2022-01-20 13:11:32,60.46021711,22.26570583,10,28.959,,6.150,146,25,45,,
T,2022-01-20 13:11:33,60.46016526,22.26578226,10,28.995,,7.300,144,26,45,,
T,2022-01-20 13:11:34,60.46010893,22.26586811,10,29.436,,8.250,142,28,45,,
T,2022-01-20 13:11:35,60.46004988,22.26596852,10,29.304,,9.170,140,28,45,,
T,2022-01-20 13:11:36,60.45997933,22.26607982,10,28.584,,9.620,140,29,45,,
T,2022-01-20 13:11:37,60.45989410,22.26620014,10,28.074,,10.430,140,29,45,,
T,2022-01-20 13:11:38,60.45982235,22.26632960,10,28.509,,10.610,140,30,44,,
T,2022-01-20 13:11:39,60.45973130,22.26647263,10,27.845,,11.520,140,29,45,,
T,2022-01-20 13:11:40,60.45964178,22.26661577,10,28.636,,12.070,140,27,45,,
T,2022-01-20 13:11:41,60.45955708,22.26676741,10,28.962,,12.890,139,27,45,,
T,2022-01-20 13:11:42,60.45946972,22.26693324,10,28.948,,13.090,141,27,45,,
T,2022-01-20 13:11:43,60.45938780,22.26708629,10,30.197,,12.920,141,26,45,,
T,2022-01-20 13:11:44,60.45929609,22.26721090,10,31.147,,12.410,142,28,45,,
T,2022-01-20 13:11:45,60.45921292,22.26733450,10,32.171,,11.980,144,29,45,,
T,2022-01-20 13:11:46,60.45913696,22.26744667,10,34.128,,11.880,144,28,45,,
T,2022-01-20 13:11:47,60.45905027,22.26755919,10,34.893,,11.590,145,28,45,,
T,2022-01-20 13:11:48,60.45895635,22.26767794,10,33.219,,10.770,146,29,45,,
T,2022-01-20 13:11:49,60.45887528,22.26779588,10,32.394,,10.170,146,29,45,,
T,2022-01-20 13:11:50,60.45880492,22.26789822,10,32.542,,10.070,146,29,45,,
T,2022-01-20 13:11:51,60.45873261,22.26799822,10,31.769,,9.990,147,29,45,,
T,2022-01-20 13:11:52,60.45866461,22.26809736,10,31.616,,9.790,147,28,45,,
T,2022-01-20 13:11:53,60.45859058,22.26818003,10,30.616,,9.440,147,30,45,,
T,2022-01-20 13:11:54,60.45852157,22.26827285,10,29.615,,8.990,147,30,45,,
T,2022-01-20 13:11:55,60.45845109,22.26835971,10,29.151,,8.680,147,29,45,,
T,2022-01-20 13:11:56,60.45839225,22.26843536,10,28.183,,8.050,148,29,45,,
T,2022-01-20 13:11:57,60.45833318,22.26850343,10,27.617,,7.750,150,29,45,,
T,2022-01-20 13:11:58,60.45827353,22.26856680,10,27.236,,7.350,152,30,45,,
T,2022-01-20 13:11:59,60.45821870,22.26862575,10,26.998,,6.960,154,29,45,,
T,2022-01-20 13:12:00,60.45817411,22.26866968,10,26.796,,6.150,156,30,45,,
T,2022-01-20 13:12:01,60.45813177,22.26869967,10,26.724,,5.020,159,31,45,,
T,2022-01-20 13:12:02,60.45809384,22.26874018,10,26.915,,4.660,160,31,45,,
T,2022-01-20 13:12:03,60.45805619,22.26875913,10,26.733,,4.500,162,31,45,,
T,2022-01-20 13:12:04,60.45802590,22.26876954,10,27.218,,3.800,163,30,45,,
T,2022-01-20 13:12:05,60.45799930,22.26878524,10,26.641,,3.320,165,30,45,,
T,2022-01-20 13:12:06,60.45797620,22.26879399,10,27.328,,2.600,166,31,45,,
T,2022-01-20 13:12:07,60.45796153,22.26879646,10,27.413,,1.790,166,29,45,,
T,2022-01-20 13:12:08,60.45796051,22.26879265,10,27.188,,0.000,,29,45,,
T,2022-01-20 13:12:09,60.45795038,22.26879753,10,26.791,,0.990,166,30,45,,
T,2022-01-20 13:12:10,60.45793965,22.26880578,10,27.124,,1.700,167,31,45,,
T,2022-01-20 13:12:11,60.45791980,22.26881729,10,26.711,,2.490,168,29,45,,
T,2022-01-20 13:12:12,60.45788405,22.26883323,10,26.450,,4.210,171,28,45,,
T,2022-01-20 13:12:13,60.45782832,22.26886101,10,25.860,,5.730,175,27,45,,
T,2022-01-20 13:12:14,60.45776938,22.26885554,10,25.832,,6.970,179,27,45,,
T,2022-01-20 13:12:15,60.45769799,22.26884588,10,24.915,,8.070,182,28,45,,
T,2022-01-20 13:12:16,60.45760522,22.26884029,10,24.776,,9.900,184,28,45,,
T,2022-01-20 13:12:17,60.45749992,22.26882510,10,25.295,,10.910,185,28,45,,
T,2022-01-20 13:12:18,60.45738708,22.26879745,10,25.589,,11.620,186,28,45,,
T,2022-01-20 13:12:19,60.45730504,22.26881090,10,25.893,,10.330,186,29,45,,
T,2022-01-20 13:12:20,60.45721937,22.26879304,10,25.523,,9.440,186,29,45,,
T,2022-01-20 13:12:21,60.45713835,22.26877864,10,25.929,,8.740,186,29,45,,
T,2022-01-20 13:12:22,60.45707166,22.26876334,10,27.894,,7.970,185,28,45,,
T,2022-01-20 13:12:23,60.45700840,22.26876839,10,27.117,,7.040,185,28,45,,
T,2022-01-20 13:12:24,60.45695460,22.26876789,10,27.884,,6.290,184,27,45,,
T,2022-01-20 13:12:25,60.45690638,22.26875918,10,27.967,,5.670,184,27,45,,
T,2022-01-20 13:12:26,60.45685613,22.26875930,10,26.917,,5.310,183,27,45,,
T,2022-01-20 13:12:27,60.45681745,22.26874809,10,26.678,,4.780,183,26,45,,
T,2022-01-20 13:12:28,60.45678542,22.26875458,10,26.544,,4.080,182,28,45,,
T,2022-01-20 13:12:29,60.45675771,22.26875641,10,26.872,,3.420,182,28,45,,
T,2022-01-20 13:12:30,60.45672996,22.26875871,10,26.815,,2.890,181,27,45,,
T,2022-01-20 13:12:31,60.45671605,22.26875553,10,27.142,,1.950,181,27,45,,
T,2022-01-20 13:12:32,60.45670654,22.26875506,10,27.122,,1.120,180,27,45,,
T,2022-01-20 13:12:33,60.45670805,22.26875614,10,27.429,,0.000,,26,45,,
T,2022-01-20 13:12:34,60.45670847,22.26875768,10,27.483,,0.000,,24,45,,
T,2022-01-20 13:12:35,60.45670904,22.26875575,10,27.789,,0.000,,23,44,,
T,2022-01-20 13:12:36,60.45670829,22.26875659,10,27.599,,0.000,,21,45,,
T,2022-01-20 13:12:37,60.45670563,22.26875985,10,27.149,,0.000,,22,45,,
T,2022-01-20 13:12:38,60.45670612,22.26876056,10,27.023,,0.000,,23,45,,
T,2022-01-20 13:12:39,60.45670499,22.26876059,10,26.857,,0.000,,24,45,,
T,2022-01-20 13:12:40,60.45670406,22.26875875,10,26.990,,0.000,,23,45,,
T,2022-01-20 13:12:41,60.45670244,22.26875724,10,27.006,,0.000,,24,45,,
T,2022-01-20 13:12:42,60.45670087,22.26875651,10,27.008,,0.000,,25,45,,
T,2022-01-20 13:12:43,60.45669807,22.26875654,10,26.819,,0.000,,25,45,,
T,2022-01-20 13:12:44,60.45669671,22.26875594,10,26.779,,0.000,,25,45,,
T,2022-01-20 13:12:45,60.45669489,22.26875574,10,26.580,,0.000,,25,45,,
T,2022-01-20 13:12:46,60.45669408,22.26875595,10,26.538,,0.000,,25,45,,
T,2022-01-20 13:12:47,60.45669387,22.26875568,10,26.542,,0.000,,25,45,,
T,2022-01-20 13:12:48,60.45669389,22.26875527,10,26.593,,0.000,,26,45,,
T,2022-01-20 13:12:49,60.45669348,22.26875490,10,26.570,,0.000,,26,45,,
