type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-02-18 13:31:58,60.43841749,22.29145119,11,38.764,,10.600,350,15,43,,
T,2022-02-18 13:31:59,60.43850834,22.29141666,10,38.342,,10.240,350,15,43,,
T,2022-02-18 13:32:00,60.43859719,22.29138271,10,38.010,,10.230,350,13,43,,
T,2022-02-18 13:32:01,60.43868896,22.29135075,10,37.531,,10.390,349,12,43,,
T,2022-02-18 13:32:02,60.43878229,22.29130834,10,37.580,,10.750,348,16,43,,
T,2022-02-18 13:32:03,60.43887645,22.29126634,10,36.876,,11.170,347,19,43,,
T,2022-02-18 13:32:04,60.43897551,22.29121773,10,36.720,,11.640,346,16,43,,
T,2022-02-18 13:32:05,60.43907780,22.29116305,10,36.650,,12.140,345,17,43,,
T,2022-02-18 13:32:06,60.43918458,22.29110086,10,36.266,,12.530,344,17,43,,
T,2022-02-18 13:32:07,60.43929111,22.29103635,10,36.013,,12.580,343,17,42,,
T,2022-02-18 13:32:08,60.43940105,22.29096628,10,36.047,,12.280,342,17,43,,
T,2022-02-18 13:32:09,60.43950603,22.29089619,10,35.536,,11.960,341,17,43,,
T,2022-02-18 13:32:10,60.43960671,22.29082392,10,35.099,,11.720,340,19,43,,
T,2022-02-18 13:32:11,60.43970682,22.29075232,10,35.460,,11.530,340,19,43,,
T,2022-02-18 13:32:13,60.43989762,22.29061051,10,35.006,,10.870,340,15,43,,
T,2022-02-18 13:32:14,60.43998539,22.29054332,10,34.490,,10.740,340,15,43,,
T,2022-02-18 13:32:15,60.44007450,22.29047865,10,34.076,,10.450,340,16,43,,
T,2022-02-18 13:32:16,60.44016218,22.29041427,10,34.064,,10.090,340,16,43,,
T,2022-02-18 13:32:17,60.44025043,22.29035458,10,34.135,,9.650,340,16,43,,
T,2022-02-18 13:32:18,60.44032719,22.29029965,10,33.790,,9.200,340,18,43,,
T,2022-02-18 13:32:19,60.44040484,22.29024754,10,33.434,,8.790,340,14,43,,
T,2022-02-18 13:32:20,60.44047485,22.29018860,10,32.787,,8.340,340,16,43,,
T,2022-02-18 13:32:21,60.44054551,22.29014548,10,32.904,,7.980,342,13,43,,
T,2022-02-18 13:32:22,60.44062091,22.29010488,10,33.606,,8.000,346,23,43,,
T,2022-02-18 13:32:23,60.44069016,22.29006524,10,33.917,,7.940,346,22,43,,
T,2022-02-18 13:32:25,60.44082828,22.28996740,10,33.712,,8.160,338,16,43,,
T,2022-02-18 13:32:26,60.44089919,22.28990740,10,34.680,,8.380,336,6,43,,
T,2022-02-18 13:32:27,60.44096669,22.28984227,10,34.495,,8.660,335,9,43,,
T,2022-02-18 13:32:28,60.44103854,22.28976911,10,34.367,,8.750,333,15,43,,
T,2022-02-18 13:32:29,60.44110469,22.28970028,10,34.467,,8.110,332,9,43,,
T,2022-02-18 13:32:31,60.44121831,22.28961458,10,35.777,,5.580,351,15,43,,
T,2022-02-18 13:32:32,60.44126403,22.28963189,10,34.941,,5.600,20,11,43,,
T,2022-02-18 13:32:33,60.44130472,22.28969906,10,34.755,,5.980,47,13,43,,
T,2022-02-18 13:32:34,60.44133451,22.28980256,10,34.500,,7.080,62,11,43,,
T,2022-02-18 13:32:35,60.44136407,22.28992997,10,34.948,,8.270,72,21,43,,
T,2022-02-18 13:32:36,60.44139048,22.29008646,10,33.976,,9.370,73,21,43,,
T,2022-02-18 13:32:37,60.44142256,22.29025421,10,33.649,,10.380,72,17,43,,
T,2022-02-18 13:32:38,60.44145569,22.29043921,10,33.764,,11.140,72,19,43,,
T,2022-02-18 13:32:39,60.44148811,22.29062818,10,33.862,,11.570,72,19,43,,
T,2022-02-18 13:32:40,60.44152283,22.29083420,10,34.100,,11.960,72,17,43,,
T,2022-02-18 13:32:41,60.44156079,22.29104951,10,34.381,,12.250,72,16,43,,
T,2022-02-18 13:32:42,60.44159834,22.29126245,10,34.508,,12.530,71,13,43,,
T,2022-02-18 13:32:43,60.44163478,22.29146706,10,34.642,,12.540,71,15,43,,
T,2022-02-18 13:32:44,60.44167620,22.29168929,10,34.948,,12.740,70,13,43,,
T,2022-02-18 13:32:45,60.44171720,22.29190758,10,35.230,,12.880,70,14,43,,
T,2022-02-18 13:32:46,60.44175781,22.29211495,10,35.297,,13.000,70,15,43,,
T,2022-02-18 13:32:47,60.44179997,22.29234037,10,35.436,,13.340,70,17,43,,
T,2022-02-18 13:32:48,60.44184153,22.29256786,10,35.674,,13.510,69,13,43,,
T,2022-02-18 13:32:49,60.44188642,22.29280608,10,35.911,,13.630,69,15,43,,
T,2022-02-18 13:32:50,60.44192964,22.29303128,10,35.860,,13.550,69,15,43,,
T,2022-02-18 13:32:51,60.44196965,22.29325994,10,35.638,,13.210,70,14,43,,
T,2022-02-18 13:32:52,60.44200959,22.29349009,10,35.683,,12.880,70,19,43,,
T,2022-02-18 13:32:53,60.44204875,22.29370679,10,35.427,,12.580,70,20,43,,
T,2022-02-18 13:32:54,60.44208697,22.29391883,10,35.640,,12.330,70,19,43,,
T,2022-02-18 13:32:55,60.44212677,22.29412227,10,34.755,,12.260,69,19,43,,
T,2022-02-18 13:32:56,60.44216513,22.29433100,10,34.760,,12.150,70,19,43,,
T,2022-02-18 13:32:57,60.44220257,22.29454601,10,34.855,,11.980,70,19,43,,
T,2022-02-18 13:32:58,60.44224097,22.29475184,10,34.322,,12.220,70,19,43,,
T,2022-02-18 13:32:59,60.44227747,22.29496378,10,34.800,,12.670,69,18,43,,
T,2022-02-18 13:33:00,60.44232116,22.29519128,10,35.031,,12.970,68,28,43,,
T,2022-02-18 13:33:01,60.44236329,22.29540755,10,34.779,,12.810,67,23,43,,
T,2022-02-18 13:33:02,60.44240768,22.29561706,10,34.582,,12.540,67,27,43,,
T,2022-02-18 13:33:03,60.44244789,22.29582193,10,34.409,,12.360,68,25,43,,
T,2022-02-18 13:33:04,60.44248745,22.29603095,10,34.352,,12.310,69,16,43,,
T,2022-02-18 13:33:05,60.44252772,22.29624562,10,34.302,,12.380,70,15,43,,
T,2022-02-18 13:33:06,60.44256611,22.29645912,10,34.204,,12.610,70,13,43,,
T,2022-02-18 13:33:07,60.44260437,22.29666901,10,34.126,,12.900,70,15,43,,
T,2022-02-18 13:33:08,60.44264668,22.29689873,10,34.055,,13.130,69,15,43,,
T,2022-02-18 13:33:09,60.44268914,22.29712143,10,34.204,,13.190,69,14,43,,
T,2022-02-18 13:33:11,60.44277174,22.29756118,10,34.322,,13.120,70,19,43,,
T,2022-02-18 13:33:12,60.44281240,22.29778542,10,34.416,,13.090,71,14,43,,
T,2022-02-18 13:33:13,60.44285396,22.29801495,10,34.474,,12.940,70,13,43,,
T,2022-02-18 13:33:14,60.44289549,22.29823385,10,34.644,,12.890,69,12,43,,
T,2022-02-18 13:33:15,60.44293556,22.29844459,10,34.911,,12.810,70,13,43,,
T,2022-02-18 13:33:16,60.44297811,22.29867057,10,35.019,,12.880,70,14,43,,
T,2022-02-18 13:33:17,60.44301831,22.29888898,10,34.980,,12.960,70,14,43,,
T,2022-02-18 13:33:18,60.44305817,22.29910741,10,35.026,,13.160,70,15,43,,
T,2022-02-18 13:33:19,60.44309794,22.29932749,10,35.282,,13.020,69,16,43,,
T,2022-02-18 13:33:20,60.44314043,22.29954903,10,35.384,,13.060,70,14,43,,
T,2022-02-18 13:33:21,60.44318167,22.29977629,10,35.482,,12.950,69,13,43,,
T,2022-02-18 13:33:22,60.44322010,22.29998953,10,35.518,,12.880,69,13,43,,
T,2022-02-18 13:33:23,60.44326123,22.30020723,10,35.585,,12.810,70,13,43,,
T,2022-02-18 13:33:24,60.44330114,22.30042991,10,35.460,,12.710,70,19,43,,
T,2022-02-18 13:33:25,60.44334037,22.30064683,10,35.465,,12.700,70,15,43,,
T,2022-02-18 13:33:26,60.44337970,22.30085863,10,35.647,,12.810,69,13,43,,
T,2022-02-18 13:33:27,60.44342035,22.30107509,10,35.641,,12.860,69,16,43,,
T,2022-02-18 13:33:28,60.44346089,22.30129502,10,35.720,,12.920,69,16,43,,
T,2022-02-18 13:33:29,60.44350247,22.30152428,10,35.884,,13.040,70,14,43,,
T,2022-02-18 13:33:30,60.44354309,22.30174162,10,35.348,,12.860,70,13,43,,
T,2022-02-18 13:33:31,60.44358360,22.30195584,10,35.201,,12.760,70,12,42,,
T,2022-02-18 13:33:32,60.44362455,22.30217920,10,35.047,,12.730,69,13,43,,
T,2022-02-18 13:33:33,60.44366471,22.30239483,10,34.835,,12.650,69,14,43,,
T,2022-02-18 13:33:35,60.44374641,22.30281743,10,34.720,,12.730,69,13,43,,
T,2022-02-18 13:33:36,60.44378812,22.30303450,10,34.626,,12.670,69,14,43,,
T,2022-02-18 13:33:37,60.44382945,22.30325383,10,34.996,,12.400,69,14,43,,
T,2022-02-18 13:33:38,60.44386753,22.30346122,10,35.112,,12.230,69,13,43,,
T,2022-02-18 13:33:39,60.44390544,22.30365548,10,35.011,,11.870,69,14,43,,
T,2022-02-18 13:33:40,60.44394726,22.30385681,10,34.365,,11.270,69,13,43,,
T,2022-02-18 13:33:41,60.44397356,22.30402502,10,35.223,,8.930,67,16,43,,
T,2022-02-18 13:33:42,60.44399570,22.30414009,10,34.145,,6.190,67,23,43,,
T,2022-02-18 13:33:43,60.44401077,22.30422472,10,34.118,,4.100,68,22,43,,
T,2022-02-18 13:33:44,60.44401995,22.30427142,10,33.929,,2.050,71,19,43,,
T,2022-02-18 13:33:45,60.44402306,22.30428899,10,33.857,,0.310,73,18,43,,
T,2022-02-18 13:33:46,60.44402396,22.30429106,10,33.686,,0.000,,13,43,,
T,2022-02-18 13:33:47,60.44402414,22.30429122,10,33.675,,0.000,,11,43,,
T,2022-02-18 13:33:48,60.44402407,22.30428986,10,33.385,,0.000,,11,43,,
T,2022-02-18 13:33:49,60.44402449,22.30428976,10,33.395,,0.000,,11,43,,
T,2022-02-18 13:33:50,60.44402442,22.30428971,10,33.402,,0.000,,12,43,,
T,2022-02-18 13:33:51,60.44402442,22.30428976,10,33.405,,0.000,,12,43,,
T,2022-02-18 13:33:52,60.44402441,22.30428977,10,33.405,,0.000,,12,43,,
T,2022-02-18 13:33:53,60.44402441,22.30428976,10,33.405,,0.000,,14,43,,
T,2022-02-18 13:33:54,60.44402439,22.30428976,10,33.410,,0.000,,12,43,,
T,2022-02-18 13:33:55,60.44402440,22.30428978,10,33.412,,0.000,,14,43,,
T,2022-02-18 13:33:56,60.44402439,22.30428976,10,33.414,,0.000,,12,43,,
T,2022-02-18 13:33:58,60.44402443,22.30428981,10,33.419,,0.000,,12,43,,
T,2022-02-18 13:33:59,60.44402442,22.30428980,10,33.421,,0.000,,16,43,,
T,2022-02-18 13:34:00,60.44402438,22.30428979,10,33.421,,0.000,,15,43,,
T,2022-02-18 13:34:01,60.44402440,22.30428976,10,33.419,,0.000,,12,43,,
T,2022-02-18 13:34:02,60.44402440,22.30428971,10,33.420,,0.000,,16,43,,
T,2022-02-18 13:34:03,60.44402437,22.30428976,10,33.416,,0.000,,15,43,,
T,2022-02-18 13:34:04,60.44402438,22.30428981,10,33.418,,0.000,,16,43,,
T,2022-02-18 13:34:05,60.44402445,22.30428991,10,33.422,,0.000,,18,43,,
T,2022-02-18 13:34:06,60.44402447,22.30428988,10,33.411,,0.000,,16,43,,
T,2022-02-18 13:34:07,60.44402444,22.30428978,10,33.411,,0.000,,22,43,,
T,2022-02-18 13:34:08,60.44402442,22.30428978,10,33.411,,0.000,,13,43,,
T,2022-02-18 13:34:09,60.44402445,22.30428979,10,33.408,,0.000,,13,43,,
T,2022-02-18 13:34:10,60.44402437,22.30428975,10,33.414,,0.000,,15,43,,
T,2022-02-18 13:34:11,60.44402438,22.30428980,10,33.416,,0.000,,14,43,,
T,2022-02-18 13:34:12,60.44402441,22.30428984,10,33.414,,0.000,,14,43,,
T,2022-02-18 13:34:13,60.44402440,22.30428979,10,33.410,,0.000,,12,43,,
T,2022-02-18 13:34:14,60.44402439,22.30428981,10,33.417,,0.000,,12,43,,
T,2022-02-18 13:34:15,60.44402441,22.30428984,10,33.419,,0.000,,13,43,,
T,2022-02-18 13:34:16,60.44402442,22.30428985,10,33.418,,0.000,,13,43,,
T,2022-02-18 13:34:17,60.44402443,22.30428988,10,33.417,,0.000,,14,43,,
T,2022-02-18 13:34:18,60.44402440,22.30428981,10,33.420,,0.000,,13,43,,
T,2022-02-18 13:34:19,60.44402441,22.30428977,10,33.417,,0.000,,14,43,,
T,2022-02-18 13:34:20,60.44402439,22.30428973,10,33.416,,0.000,,15,43,,
T,2022-02-18 13:34:21,60.44402441,22.30428970,10,33.413,,0.000,,16,43,,
T,2022-02-18 13:34:22,60.44402440,22.30428973,10,33.415,,0.000,,14,43,,
T,2022-02-18 13:34:23,60.44402438,22.30428965,10,33.417,,0.000,,17,43,,
T,2022-02-18 13:34:24,60.44402434,22.30428968,10,33.419,,0.000,,18,43,,
T,2022-02-18 13:34:25,60.44402433,22.30428960,10,33.417,,0.000,,20,43,,
T,2022-02-18 13:34:26,60.44402438,22.30428972,10,33.418,,0.000,,15,43,,
T,2022-02-18 13:34:27,60.44401981,22.30429000,10,34.129,,0.000,,15,43,,
T,2022-02-18 13:34:28,60.44401983,22.30429080,10,34.255,,0.000,,15,43,,
T,2022-02-18 13:34:29,60.44401984,22.30429085,10,34.255,,0.000,,15,43,,
T,2022-02-18 13:34:30,60.44401989,22.30429079,11,34.251,,0.000,,15,42,,
T,2022-02-18 13:34:31,60.44402141,22.30429614,10,34.645,,0.480,73,14,42,,
T,2022-02-18 13:34:32,60.44402476,22.30431940,10,34.974,,1.790,75,21,42,,
T,2022-02-18 13:34:34,60.44403863,22.30442148,11,34.160,,3.290,76,15,42,,
T,2022-02-18 13:34:35,60.44404663,22.30447748,10,34.106,,3.240,71,16,42,,
T,2022-02-18 13:34:36,60.44406743,22.30453113,10,35.268,,3.360,58,14,42,,
T,2022-02-18 13:34:37,60.44409069,22.30457913,10,35.454,,3.930,44,25,42,,
T,2022-02-18 13:34:38,60.44412776,22.30462013,10,35.433,,4.750,24,24,42,,
T,2022-02-18 13:34:39,60.44417506,22.30461405,10,34.443,,5.240,358,15,42,,
T,2022-02-18 13:34:40,60.44422389,22.30457562,10,33.623,,6.070,335,18,42,,
T,2022-02-18 13:34:41,60.44426940,22.30449702,10,33.396,,6.770,314,15,42,,
T,2022-02-18 13:34:42,60.44431410,22.30439113,10,33.309,,7.830,305,15,42,,
T,2022-02-18 13:34:43,60.44435707,22.30426784,10,32.856,,8.950,305,14,42,,
T,2022-02-18 13:34:44,60.44441272,22.30411978,10,32.298,,10.100,307,16,42,,
T,2022-02-18 13:34:45,60.44447274,22.30396293,10,31.902,,11.070,308,15,42,,
T,2022-02-18 13:34:46,60.44453492,22.30380446,10,31.561,,11.600,308,14,42,,
T,2022-02-18 13:34:47,60.44460283,22.30363633,10,31.064,,12.050,311,13,42,,
T,2022-02-18 13:34:48,60.44467136,22.30346587,10,30.875,,12.240,308,13,42,,
T,2022-02-18 13:34:49,60.44473825,22.30328218,10,30.650,,11.920,305,13,42,,
T,2022-02-18 13:34:50,60.44479313,22.30312115,10,30.599,,11.300,302,12,42,,
T,2022-02-18 13:34:52,60.44488695,22.30277022,10,30.681,,10.860,297,13,42,,
T,2022-02-18 13:34:53,60.44492633,22.30259256,10,30.763,,10.700,294,11,42,,
T,2022-02-18 13:34:54,60.44496067,22.30241432,11,30.664,,10.830,291,16,42,,
T,2022-02-18 13:34:55,60.44499446,22.30223205,10,30.185,,11.060,288,16,42,,
T,2022-02-18 13:34:56,60.44501859,22.30207859,10,28.133,,10.680,285,13,42,,
T,2022-02-18 13:34:58,60.44506507,22.30171127,11,26.375,,10.740,283,16,41,,
T,2022-02-18 13:34:59,60.44508773,22.30152309,12,25.127,,10.570,281,15,42,,
T,2022-02-18 13:35:00,60.44511036,22.30135347,11,23.699,,10.260,280,13,42,,
T,2022-02-18 13:35:01,60.44512771,22.30117632,11,22.474,,10.150,279,13,42,,
T,2022-02-18 13:35:02,60.44515876,22.30102337,11,19.750,,10.190,277,16,42,,
T,2022-02-18 13:35:03,60.44518888,22.30089331,12,17.688,,10.080,276,14,42,,
T,2022-02-18 13:35:04,60.44520294,22.30069188,11,17.091,,10.510,274,15,42,,
T,2022-02-18 13:35:05,60.44520982,22.30048057,12,16.104,,10.900,272,11,42,,
T,2022-02-18 13:35:06,60.44521649,22.30024935,12,15.607,,11.370,270,8,42,,
T,2022-02-18 13:35:07,60.44522916,22.30003723,12,15.125,,11.480,271,13,42,,
T,2022-02-18 13:35:08,60.44523710,22.29983413,13,14.135,,11.420,272,13,42,,
T,2022-02-18 13:35:09,60.44525167,22.29968209,13,12.111,,11.050,274,11,42,,
T,2022-02-18 13:35:10,60.44528106,22.29936200,12,8.710,,12.400,275,12,42,,
T,2022-02-18 13:35:11,60.44530595,22.29926897,12,6.678,,11.770,276,11,42,,
T,2022-02-18 13:35:12,60.44532395,22.29907781,12,5.021,,11.780,276,16,42,,
T,2022-02-18 13:35:13,60.44535251,22.29883040,13,2.679,,12.140,277,9,42,,
T,2022-02-18 13:35:15,60.44546349,22.29873177,12,-7.934,,9.960,280,12,42,,
T,2022-02-18 13:35:16,60.44549750,22.29856486,12,-10.269,,9.740,281,14,42,,
T,2022-02-18 13:35:17,60.44552822,22.29835865,11,-11.785,,9.740,282,15,42,,
T,2022-02-18 13:35:18,60.44555892,22.29819527,12,-14.910,,9.410,283,13,42,,
T,2022-02-18 13:35:19,60.44559877,22.29808011,12,-18.953,,8.970,283,13,42,,
T,2022-02-18 13:35:20,60.44564958,22.29802566,12,-23.479,,8.150,284,13,41,,
T,2022-02-18 13:35:21,60.44568544,22.29794226,12,-27.041,,7.510,285,13,42,,
T,2022-02-18 13:35:22,60.44571798,22.29781146,12,-29.917,,7.380,286,13,42,,
T,2022-02-18 13:35:23,60.44575570,22.29769852,11,-30.736,,7.050,288,13,42,,
T,2022-02-18 13:35:24,60.44579712,22.29752266,11,-31.554,,7.320,288,11,42,,
T,2022-02-18 13:35:25,60.44589237,22.29717456,11,-35.743,,9.730,290,11,42,,
T,2022-02-18 13:35:26,60.44595292,22.29699706,11,-36.585,,10.040,291,11,42,,
T,2022-02-18 13:35:27,60.44600207,22.29680407,11,-37.338,,9.860,292,9,42,,
T,2022-02-18 13:35:28,60.44606150,22.29662784,11,-37.689,,9.620,293,11,42,,
T,2022-02-18 13:35:29,60.44615096,22.29639879,12,-39.066,,10.100,295,10,42,,
T,2022-02-18 13:35:30,60.44624237,22.29621479,12,-41.704,,10.320,297,11,42,,
T,2022-02-18 13:35:31,60.44631300,22.29602628,12,-43.065,,10.630,298,9,42,,
T,2022-02-18 13:35:32,60.44638545,22.29580808,12,-45.726,,11.030,299,9,42,,
T,2022-02-18 13:35:33,60.44645740,22.29561500,12,-49.211,,11.020,301,8,42,,
T,2022-02-18 13:35:34,60.44653182,22.29546005,12,-53.042,,10.820,304,13,42,,
T,2022-02-18 13:35:35,60.44658605,22.29531142,11,-55.607,,10.940,301,9,42,,
T,2022-02-18 13:35:36,60.44663550,22.29514640,11,-58.205,,11.070,299,7,42,,
T,2022-02-18 13:35:38,60.44674417,22.29481555,12,-65.132,,10.760,302,8,42,,
T,2022-02-18 13:35:39,60.44680230,22.29465063,12,-67.661,,10.650,303,10,42,,
T,2022-02-18 13:35:40,60.44686931,22.29448028,12,-69.681,,10.380,304,9,42,,
T,2022-02-18 13:35:41,60.44693894,22.29432513,13,-71.528,,10.240,306,7,41,,
T,2022-02-18 13:35:42,60.44700211,22.29415989,13,-74.872,,10.000,307,10,42,,
T,2022-02-18 13:35:43,60.44705902,22.29405582,13,-76.820,,9.070,309,8,42,,
T,2022-02-18 13:35:44,60.44712891,22.29391541,14,-79.691,,8.770,309,9,42,,
T,2022-02-18 13:35:45,60.44719388,22.29381109,14,-79.203,,7.960,309,10,42,,
T,2022-02-18 13:35:46,60.44726052,22.29369178,14,-81.472,,7.750,310,7,42,,
T,2022-02-18 13:35:47,60.44733766,22.29359479,13,-81.441,,7.520,312,9,42,,
T,2022-02-18 13:35:48,60.44739780,22.29347020,13,-83.078,,7.230,314,8,42,,
T,2022-02-18 13:35:49,60.44747719,22.29337752,13,-82.825,,6.920,317,10,42,,
T,2022-02-18 13:35:50,60.44755259,22.29328037,13,-83.525,,7.020,320,7,42,,
T,2022-02-18 13:35:51,60.44762875,22.29318141,13,-84.129,,6.730,324,7,41,,
T,2022-02-18 13:35:52,60.44768604,22.29309766,13,-86.142,,5.740,327,11,42,,
T,2022-02-18 13:35:53,60.44775334,22.29303075,13,-86.193,,4.850,330,6,42,,
T,2022-02-18 13:35:54,60.44780048,22.29299401,13,-87.870,,3.610,333,9,42,,
T,2022-02-18 13:35:55,60.44782857,22.29296854,13,-88.354,,2.110,334,6,42,,
T,2022-02-18 13:35:56,60.44786633,22.29294991,12,-88.816,,1.140,336,6,42,,
T,2022-02-18 13:35:57,60.44789555,22.29293006,12,-82.876,,0.630,337,9,42,,
T,2022-02-18 13:35:58,60.44794054,22.29293652,12,-78.593,,0.790,340,11,42,,
T,2022-02-18 13:35:59,60.44797990,22.29293915,12,-79.188,,1.360,341,10,42,,
T,2022-02-18 13:36:00,60.44802593,22.29295114,12,-79.196,,2.650,347,7,42,,
T,2022-02-18 13:36:01,60.44811900,22.29297726,13,-76.456,,4.470,359,10,42,,
T,2022-02-18 13:36:02,60.44825034,22.29301785,13,-77.387,,6.990,2,8,42,,
T,2022-02-18 13:36:03,60.44871243,22.29295748,83,-17.872,,7.020,17,7,42,,
T,2022-02-18 13:36:04,60.44872787,22.29296291,78,-25.632,,7.210,15,6,42,,
T,2022-02-18 13:36:05,60.44874886,22.29299399,73,-32.305,,7.720,16,9,42,,
T,2022-02-18 13:36:06,60.44878492,22.29303248,67,-41.277,,8.060,17,10,42,,
T,2022-02-18 13:36:07,60.44884110,22.29308297,62,-44.743,,,,11,42,,
T,2022-02-18 13:36:08,60.44891993,22.29314180,59,-44.414,,,,8,42,,
T,2022-02-18 13:36:09,60.44903018,22.29316819,58,-38.713,,5.170,21,9,41,,
T,2022-02-18 13:36:10,60.44913468,22.29317216,56,-31.109,,4.830,16,9,41,,
T,2022-02-18 13:36:11,60.44925200,22.29312155,62,-18.665,,5.320,18,12,42,,
T,2022-02-18 13:36:12,60.44933296,22.29301994,68,-8.631,,6.140,15,11,41,,
T,2022-02-18 13:36:13,60.44943328,22.29293177,71,1.253,,,,12,42,,
T,2022-02-18 13:36:14,60.44935197,22.29326427,11,-46.221,,10.430,2,11,42,,
T,2022-02-18 13:36:15,60.44940630,22.29316366,11,-43.310,,10.150,1,10,42,,
T,2022-02-18 13:36:16,60.44946437,22.29308094,11,-39.985,,10.080,1,13,42,,
T,2022-02-18 13:36:17,60.44952748,22.29299114,11,-37.191,,9.910,1,13,42,,
T,2022-02-18 13:36:18,60.44959142,22.29291209,11,-34.001,,9.460,0,12,42,,
T,2022-02-18 13:36:19,60.44964392,22.29280206,11,-27.987,,8.540,359,15,42,,
T,2022-02-18 13:36:20,60.44972366,22.29267966,11,-21.139,,7.740,357,13,42,,
T,2022-02-18 13:36:21,60.44982004,22.29262958,11,-15.162,,7.760,357,13,42,,
T,2022-02-18 13:36:22,60.44988715,22.29256310,11,-11.745,,8.690,356,13,42,,
T,2022-02-18 13:36:23,60.44997831,22.29251111,12,-7.986,,9.870,352,17,42,,
T,2022-02-18 13:36:24,60.45006775,22.29247943,11,-6.703,,9.480,358,12,42,,
T,2022-02-18 13:36:25,60.45015433,22.29247202,12,-6.744,,9.120,4,13,42,,
T,2022-02-18 13:36:26,60.45024909,22.29235548,11,-0.012,,9.480,2,8,42,,
T,2022-02-18 13:36:27,60.45033427,22.29231791,11,3.130,,9.570,360,20,42,,
T,2022-02-18 13:36:28,60.45043064,22.29228344,11,5.769,,9.540,357,12,42,,
T,2022-02-18 13:36:29,60.45050590,22.29221555,11,7.211,,9.280,356,15,42,,
T,2022-02-18 13:36:30,60.45057230,22.29214149,11,8.346,,9.660,354,13,42,,
T,2022-02-18 13:36:31,60.45061637,22.29201230,10,7.868,,10.290,350,15,42,,
T,2022-02-18 13:36:32,60.45067161,22.29189517,10,7.389,,10.800,350,16,42,,
T,2022-02-18 13:36:33,60.45072639,22.29178021,10,5.398,,11.210,351,17,42,,
T,2022-02-18 13:36:34,60.45081070,22.29170290,10,6.510,,11.480,353,16,42,,
T,2022-02-18 13:36:35,60.45090116,22.29158445,10,8.336,,12.210,353,14,42,,
T,2022-02-18 13:36:36,60.45099776,22.29145045,10,10.492,,12.700,352,15,42,,
T,2022-02-18 13:36:37,60.45109002,22.29134305,10,11.693,,12.870,351,15,42,,
T,2022-02-18 13:36:38,60.45117848,22.29122547,10,11.027,,13.080,350,14,42,,
T,2022-02-18 13:36:39,60.45126389,22.29111706,10,11.604,,13.040,349,12,42,,
T,2022-02-18 13:36:40,60.45135442,22.29099304,10,12.486,,12.770,348,14,41,,
T,2022-02-18 13:36:42,60.45154758,22.29076379,10,14.692,,12.580,347,13,42,,
T,2022-02-18 13:36:43,60.45162482,22.29063417,10,14.614,,12.800,346,12,42,,
T,2022-02-18 13:36:44,60.45171818,22.29050569,10,14.701,,12.960,345,13,42,,
T,2022-02-18 13:36:45,60.45177221,22.29035372,10,12.158,,12.610,343,14,42,,
T,2022-02-18 13:36:46,60.45186642,22.29023460,10,13.442,,12.580,343,14,42,,
T,2022-02-18 13:36:47,60.45197304,22.29002028,10,20.030,,12.860,340,12,42,,
T,2022-02-18 13:36:48,60.45206793,22.28991162,10,19.249,,13.030,339,19,42,,
T,2022-02-18 13:36:49,60.45217065,22.28972896,10,23.967,,13.140,337,16,42,,
T,2022-02-18 13:36:50,60.45225573,22.28961429,11,24.890,,12.980,336,19,42,,
T,2022-02-18 13:36:51,60.45236041,22.28945072,11,28.249,,13.040,335,12,42,,
T,2022-02-18 13:36:52,60.45245887,22.28924328,11,32.524,,12.970,334,17,42,,
T,2022-02-18 13:36:53,60.45251784,22.28904270,11,36.777,,11.320,334,17,42,,
T,2022-02-18 13:36:54,60.45252409,22.28889803,11,44.054,,8.500,333,16,42,,
T,2022-02-18 13:36:55,60.45254899,22.28875423,11,43.665,,7.870,331,18,42,,
T,2022-02-18 13:36:56,60.45257663,22.28862133,11,43.626,,6.940,329,13,41,,
T,2022-02-18 13:36:57,60.45260540,22.28853645,11,42.438,,5.740,330,20,42,,
T,2022-02-18 13:36:59,60.45266022,22.28837913,11,42.471,,6.070,331,12,42,,
T,2022-02-18 13:37:00,60.45271267,22.28831162,11,43.087,,6.890,330,14,42,,
T,2022-02-18 13:37:01,60.45277478,22.28824210,11,43.706,,7.810,330,15,42,,
T,2022-02-18 13:37:02,60.45283964,22.28816509,11,44.094,,7.890,331,16,42,,
T,2022-02-18 13:37:03,60.45287627,22.28793253,10,46.196,,9.500,328,14,42,,
T,2022-02-18 13:37:04,60.45295030,22.28783982,10,46.652,,10.140,330,11,42,,
T,2022-02-18 13:37:05,60.45302868,22.28772919,10,46.369,,9.930,331,14,42,,
T,2022-02-18 13:37:06,60.45309118,22.28763481,10,46.271,,9.600,331,12,42,,
T,2022-02-18 13:37:07,60.45315502,22.28754149,11,46.557,,9.130,332,18,42,,
T,2022-02-18 13:37:08,60.45321417,22.28744602,11,46.872,,8.360,328,11,42,,
T,2022-02-18 13:37:09,60.45325983,22.28735238,11,47.355,,7.350,324,14,42,,
T,2022-02-18 13:37:10,60.45329403,22.28725507,11,47.273,,6.110,322,16,42,,
T,2022-02-18 13:37:11,60.45330047,22.28715973,11,46.499,,4.540,287,15,42,,
T,2022-02-18 13:37:12,60.45329505,22.28706830,12,44.591,,4.200,269,17,42,,
